,COPx[cm]
1870,1.89888
1871,1.898159
1872,1.896531
1873,1.894247
1874,1.891548
1875,1.888631
1876,1.885607
1877,1.882492
1878,1.879219
1879,1.875675
1880,1.871732
1881,1.867276
1882,1.86221
1883,1.856448
1884,1.8499
1885,1.842456
1886,1.833955
1887,1.824153
1888,1.812712
1889,1.79926
1890,1.783514
1891,1.765419
1892,1.745227
1893,1.723475
1894,1.700881
1895,1.67819
1896,1.656053
1897,1.634978
1898,1.61533
1899,1.597337
1900,1.581055
1901,1.56633
1902,1.552833
1903,1.540192
1904,1.528183
1905,1.516836
1906,1.506408
1907,1.497229
1908,1.489537
1909,1.483399
1910,1.478736
1911,1.47541
1912,1.473337
1913,1.472583
1914,1.473389
1915,1.476122
1916,1.481157
1917,1.488733
1918,1.498847
1919,1.511208
1920,1.525286
1921,1.540424
1922,1.555987
1923,1.571482
1924,1.586608
1925,1.601261
1926,1.615492
1927,1.629448
1928,1.643287
1929,1.657087
1930,1.670779
1931,1.684173
1932,1.697042
1933,1.709257
1934,1.720865
1935,1.732071
1936,1.743103
1937,1.75404
1938,1.764723
1939,1.774818
1940,1.784004
1941,1.792166
1942,1.799478
1943,1.806305
1944,1.813004
1945,1.819747
1946,1.826426
1947,1.832706
1948,1.838143
1949,1.84233
1950,1.845015
1951,1.846143
1952,1.845813
1953,1.844175
1954,1.841325
1955,1.837257
1956,1.831913
1957,1.825278
1958,1.817476
1959,1.808809
1960,1.79971
1961,1.790644
1962,1.781992
1963,1.773976
1964,1.76664
1965,1.759872
1966,1.753471
1967,1.747216
1968,1.740939
1969,1.734569
1970,1.728131
1971,1.72169
1972,1.715268
1973,1.708808
1974,1.702193
1975,1.69529
1976,1.688014
1977,1.680379
1978,1.672564
1979,1.664975
1980,1.658233
1981,1.653065
1982,1.650094
1983,1.649591
1984,1.651327
1985,1.654585
1986,1.658332
1987,1.661449
1988,1.662929
1989,1.66202
1990,1.658323
1991,1.651854
1992,1.643041
1993,1.632631
1994,1.6215
1995,1.610406
1996,1.599766
1997,1.589565
1998,1.579415
1999,1.568755
2000,1.557092
2001,1.544201
2002,1.530195
2003,1.515467
2004,1.500528
2005,1.485823
2006,1.471597
2007,1.457839
2008,1.44432
2009,1.430685
2010,1.416565
2011,1.401645
2012,1.385707
2013,1.368645
2014,1.350483
2015,1.331405
2016,1.31176
2017,1.292029
2018,1.272749
2019,1.254428
2020,1.237504
2021,1.222385
2022,1.209538
2023,1.199544
2024,1.193064
2025,1.190707
2026,1.192849
2027,1.19949
2028,1.210227
2029,1.224326
2030,1.240865
2031,1.258881
2032,1.277504
2033,1.296045
2034,1.314019
2035,1.331111
2036,1.347104
2037,1.361836
2038,1.375222
2039,1.387316
2040,1.398366
2041,1.408815
2042,1.41922
2043,1.430129
2044,1.441986
2045,1.455098
2046,1.469676
2047,1.485902
2048,1.503947
2049,1.523916
2050,1.545733
2051,1.569043
2052,1.593203
2053,1.617429
2054,1.641038
2055,1.663675
2056,1.685437
2057,1.706797
2058,1.728401
2059,1.75081
2060,1.774315
2061,1.798876
2062,1.82419
2063,1.84982
2064,1.875323
2065,1.900343
2066,1.924636
2067,1.948074
2068,1.970616
2069,1.992293
2070,2.013187
2071,2.033388
2072,2.052928
2073,2.071699
2074,2.089411
2075,2.105624
2076,2.119841
2077,2.131648
2078,2.140841
2079,2.147494
2080,2.151963
2081,2.154826
2082,2.156785
2083,2.158542
2084,2.160677
2085,2.163556
2086,2.167292
2087,2.171779
2088,2.176798
2089,2.182158
2090,2.187797
2091,2.193804
2092,2.200335
2093,2.207459
2094,2.215011
2095,2.222528
2096,2.229292
2097,2.234484
2098,2.23739
2099,2.237573
2100,2.234947
2101,2.229704
2102,2.222157
2103,2.21257
2104,2.201063
2105,2.187629
2106,2.172228
2107,2.154902
2108,2.13583
2109,2.115296
2110,2.09361
2111,2.071057
2112,2.047904
2113,2.024437
2114,2.001005
2115,1.978032
2116,1.956002
2117,1.935401
2118,1.916626
2119,1.899871
2120,1.885057
2121,1.871831
2122,1.859664
2123,1.847999
2124,1.836415
2125,1.824722
2126,1.812964
2127,1.801301
2128,1.789824
2129,1.778377
2130,1.766485
2131,1.753438
2132,1.738494
2133,1.721131
2134,1.701229
2135,1.67909
2136,1.655294
2137,1.63048
2138,1.605144
2139,1.57956
2140,1.553799
2141,1.527784
2142,1.501323
2143,1.474109
2144,1.445729
2145,1.415723
2146,1.383704
2147,1.349523
2148,1.313421
2149,1.276134
2150,1.238855
2151,1.20305
2152,1.170142
2153,1.141184
2154,1.116636
2155,1.096341
2156,1.079698
2157,1.065961
2158,1.054557
2159,1.045287
2160,1.038371
2161,1.034317
2162,1.033716
2163,1.037019
2164,1.044375
2165,1.055538
2166,1.069876
2167,1.086456
2168,1.104202
2169,1.122068
2170,1.139199
2171,1.155037
2172,1.169366
2173,1.182298
2174,1.194187
2175,1.205501
2176,1.216663
2177,1.227928
2178,1.239332
2179,1.250739
2180,1.261978
2181,1.273004
2182,1.284006
2183,1.295391
2184,1.307646
2185,1.32115
2186,1.336027
2187,1.352078
2188,1.36883
2189,1.385641
2190,1.401838
2191,1.416815
2192,1.430103
2193,1.441384
2194,1.45048
2195,1.457316
2196,1.461887
2197,1.46427
2198,1.464647
2199,1.463289
2200,1.460469
2201,1.456359
2202,1.450978
2203,1.444236
2204,1.436046
2205,1.426443
2206,1.415612
2207,1.403807
2208,1.391194
2209,1.377723
2210,1.363113
2211,1.346978
2212,1.32901
2213,1.309154
2214,1.287685
2215,1.265204
2216,1.242538
2217,1.220628
2218,1.200392
2219,1.182602
2220,1.167776
2221,1.156075
2222,1.147266
2223,1.140762
2224,1.135771
2225,1.131531
2226,1.127569
2227,1.123887
2228,1.120995
2229,1.119754
2230,1.121073
2231,1.125571
2232,1.133313
2233,1.143729
2234,1.155745
2235,1.168064
2236,1.179489
2237,1.189175
2238,1.19677
2239,1.20246
2240,1.206918
2241,1.21117
2242,1.216371
2243,1.22352
2244,1.233202
2245,1.245438
2246,1.259663
2247,1.274866
2248,1.289806
2249,1.30329
2250,1.314436
2251,1.322852
2252,1.328696
2253,1.332595
2254,1.33548
2255,1.338379
2256,1.342243
2257,1.347799
2258,1.355441
2259,1.365198
2260,1.376763
2261,1.389611
2262,1.403148
2263,1.416871
2264,1.430466
2265,1.44385
2266,1.457126
2267,1.470506
2268,1.484213
2269,1.498393
2270,1.513076
2271,1.52818
2272,1.543582
2273,1.559204
2274,1.57507
2275,1.591324
2276,1.608219
2277,1.626119
2278,1.645509
2279,1.666947
2280,1.69091
2281,1.717555
2282,1.746532
2283,1.776981
2284,1.807753
2285,1.837761
2286,1.866303
2287,1.893225
2288,1.918848
2289,1.943731
2290,1.968355
2291,1.992882
2292,2.017082
2293,2.040401
2294,2.062136
2295,2.081606
2296,2.098275
2297,2.111817
2298,2.122135
2299,2.129328
2300,2.133627
2301,2.135328
2302,2.13476
2303,2.132266
2304,2.12822
2305,2.123047
2306,2.117219
2307,2.111213
2308,2.105396
2309,2.099885
2310,2.094448
2311,2.088505
2312,2.081264
2313,2.071945
2314,2.06
2315,2.045254
2316,2.027943
2317,2.008655
2318,1.988216
2319,1.967556
2320,1.947595
2321,1.929155
2322,1.912923
2323,1.899412
2324,1.888919
2325,1.881455
2326,1.8767
2327,1.874003
2328,1.872468
2329,1.8711
2330,1.868987
2331,1.865453
2332,1.860145
2333,1.853033
2334,1.84432
2335,1.834308
2336,1.823258
2337,1.811305
2338,1.79846
2339,1.784655
2340,1.76981
2341,1.753849
2342,1.736696
2343,1.718272
2344,1.69851
2345,1.677386
2346,1.654933
2347,1.631221
2348,1.606302
2349,1.580145
2350,1.552601
2351,1.52342
2352,1.492333
2353,1.459188
2354,1.424089
2355,1.387511
2356,1.350314
2357,1.313624
2358,1.27861
2359,1.246249
2360,1.217197
2361,1.191833
2362,1.170402
2363,1.153156
2364,1.140393
2365,1.132364
2366,1.12909
2367,1.130229
2368,1.135061
2369,1.142639
2370,1.152027
2371,1.162496
2372,1.173596
2373,1.185112
2374,1.196983
2375,1.20924
2376,1.221974
2377,1.2353
2378,1.249291
2379,1.263905
2380,1.278955
2381,1.294173
2382,1.309349
2383,1.324494
2384,1.339937
2385,1.356319
2386,1.374459
2387,1.39514
2388,1.418894
2389,1.445869
2390,1.475826
2391,1.508239
2392,1.542434
2393,1.577688
2394,1.613291
2395,1.648591
2396,1.68306
2397,1.716365
2398,1.748409
2399,1.779288
2400,1.809172
2401,1.838165
2402,1.866206
2403,1.893047
2404,1.918328
2405,1.941711
2406,1.963018
2407,1.982317
2408,1.999939
2409,2.016415
2410,2.032369
2411,2.048359
2412,2.064728
2413,2.081516
2414,2.098483
2415,2.115237
2416,2.131403
2417,2.14676
2418,2.161278
2419,2.175059
2420,2.188204
2421,2.200693
2422,2.212297
2423,2.222587
2424,2.231017
2425,2.237047
2426,2.240279
2427,2.240566
2428,2.238068
2429,2.233205
2430,2.226501
2431,2.218374
2432,2.208984
2433,2.198218
2434,2.185818
2435,2.171561
2436,2.155411
2437,2.137562
2438,2.11836
2439,2.098142
2440,2.077053
2441,2.05494
2442,2.031379
2443,2.005806
2444,1.9777
2445,1.946737
2446,1.912867
2447,1.876317
2448,1.837534
2449,1.797111
2450,1.755726
2451,1.714097
2452,1.672953
2453,1.632973
2454,1.594689
2455,1.558378
2456,1.524033
2457,1.491442
2458,1.460357
2459,1.430652
2460,1.402408
2461,1.375871
2462,1.351301
2463,1.328787
2464,1.308128
2465,1.288856
2466,1.270383
2467,1.252195
2468,1.233984
2469,1.215672
2470,1.197343
2471,1.17914
2472,1.161194
2473,1.143607
2474,1.126495
2475,1.110046
2476,1.094576
2477,1.080535
2478,1.068458
2479,1.058832
2480,1.051937
2481,1.04773
2482,1.045848
2483,1.045743
2484,1.046934
2485,1.049277
2486,1.053132
2487,1.059346
2488,1.069009
2489,1.083097
2490,1.10213
2491,1.126013
2492,1.154109
2493,1.185477
2494,1.219146
2495,1.254297
2496,1.290288
2497,1.326562
2498,1.362524
2499,1.397474
2500,1.430641
2501,1.461305
2502,1.488943
2503,1.513337
2504,1.534603
2505,1.553128
2506,1.569468
2507,1.58424
2508,1.598067
2509,1.611572
2510,1.625404
2511,1.640236
2512,1.656701
2513,1.675257
2514,1.696033
2515,1.718736
2516,1.742665
2517,1.766841
2518,1.790202
2519,1.811756
2520,1.830671
2521,1.846308
2522,1.858215
2523,1.866124
2524,1.869958
2525,1.869833
2526,1.866056
2527,1.859067
2528,1.849353
2529,1.837347
2530,1.823376
2531,1.807671
2532,1.790428
2533,1.771834
2534,1.752054
2535,1.731147
2536,1.709001
2537,1.685341
2538,1.659817
2539,1.632119
2540,1.602054
2541,1.56955
2542,1.534619
2543,1.497323
2544,1.457784
2545,1.416217
2546,1.372963
2547,1.328498
2548,1.283415
2549,1.238392
2550,1.194134
2551,1.151314
2552,1.110499
2553,1.0721
2554,1.036354
2555,1.003351
2556,0.973076
2557,0.945458
2558,0.920409
2559,0.897872
2560,0.877875
2561,0.86058
2562,0.846264
2563,0.835204
2564,0.827488
2565,0.822827
2566,0.820482
2567,0.819344
2568,0.818136
2569,0.81566
2570,0.810994
2571,0.803601
2572,0.793357
2573,0.780537
2574,0.765751
2575,0.749861
2576,0.733853
2577,0.718677
2578,0.705084
2579,0.693498
2580,0.683975
2581,0.67627
2582,0.670008
2583,0.664896
2584,0.660886
2585,0.658194
2586,0.657172
2587,0.658107
2588,0.66105
2589,0.665764
2590,0.671816
2591,0.678738
2592,0.68618
2593,0.693975
2594,0.702094
2595,0.710501
2596,0.718991
2597,0.727106
2598,0.734177
2599,0.739506
2600,0.742585
2601,0.74327
2602,0.741827
2603,0.738839
2604,0.73501
2605,0.730957
2606,0.727051
2607,0.723361
2608,0.71972
2609,0.715855
2610,0.711533
2611,0.706658
2612,0.701312
2613,0.695722
2614,0.69016
2615,0.684814
2616,0.67968
2617,0.674543
2618,0.669066
2619,0.662941
2620,0.656035
2621,0.648451
2622,0.640487
2623,0.632509
2624,0.624819
2625,0.617585
2626,0.610873
2627,0.60474
2628,0.59935
2629,0.595021
2630,0.592178
2631,0.59123
2632,0.592422
2633,0.595724
2634,0.600802
2635,0.607067
2636,0.613811
2637,0.620387
2638,0.626382
2639,0.631706
2640,0.636567
2641,0.641342
2642,0.64642
2643,0.652075
2644,0.658395
2645,0.665273
2646,0.672469
2647,0.679717
2648,0.686845
2649,0.693864
2650,0.700979
2651,0.708546
2652,0.716986
2653,0.726706
2654,0.738049
2655,0.751269
2656,0.766518
2657,0.783822
2658,0.803042
2659,0.82381
2660,0.845516
2661,0.867345
2662,0.888402
2663,0.907882
2664,0.925245
2665,0.940358
2666,0.953561
2667,0.965613
2668,0.977546
2669,0.990443
2670,1.005229
2671,1.022497
2672,1.042421
2673,1.064756
2674,1.088932
2675,1.114237
2676,1.140021
2677,1.165883
2678,1.191764
2679,1.217947
2680,1.244939
2681,1.273292
2682,1.303405
2683,1.33535
2684,1.368779
2685,1.402911
2686,1.436644
2687,1.468782
2688,1.498338
2689,1.524805
2690,1.54828
2691,1.569368
2692,1.588899
2693,1.607579
2694,1.625705
2695,1.643062
2696,1.65901
2697,1.672714
2698,1.683423
2699,1.690698
2700,1.694525
2701,1.695295
2702,1.69367
2703,1.690385
2704,1.686048
2705,1.680994
2706,1.67522
2707,1.668418
2708,1.660094
2709,1.649732
2710,1.636986
2711,1.621812
2712,1.604503
2713,1.585601
2714,1.565745
2715,1.545504
2716,1.525265
2717,1.505171
2718,1.485114
2719,1.464794
2720,1.443845
2721,1.421989
2722,1.399169
2723,1.375574
2724,1.351565
2725,1.327537
2726,1.30381
2727,1.280569
2728,1.257857
2729,1.235589
2730,1.213594
2731,1.191677
2732,1.169689
2733,1.147558
2734,1.125294
2735,1.102961
2736,1.080638
2737,1.058399
2738,1.036342
2739,1.01465
2740,0.993658
2741,0.97385
2742,0.955763
2743,0.939818
2744,0.926174
2745,0.914652
2746,0.904776
2747,0.895882
2748,0.887269
2749,0.878364
2750,0.868852
2751,0.858731
2752,0.848265
2753,0.837863
2754,0.827944
2755,0.818846
2756,0.81079
2757,0.803905
2758,0.798284
2759,0.794029
2760,0.791264
2761,0.790114
2762,0.79067
2763,0.792939
2764,0.796805
2765,0.801994
2766,0.808086
2767,0.814621
2768,0.821269
2769,0.828027
2770,0.835279
2771,0.843671
2772,0.853805
2773,0.865909
2774,0.87965
2775,0.894183
2776,0.908423
2777,0.921407
2778,0.932603
2779,0.942062
2780,0.950397
2781,0.958639
2782,0.968002
2783,0.979648
2784,0.994462
2785,1.012898
2786,1.034914
2787,1.059989
2788,1.087216
2789,1.115421
2790,1.143324
2791,1.169718
2792,1.193643
2793,1.214523
2794,1.232195
2795,1.246828
2796,1.258765
2797,1.268351
2798,1.275817
2799,1.281258
2800,1.284694
2801,1.286158
2802,1.285747
2803,1.28365
2804,1.280145
2805,1.275564
2806,1.27025
2807,1.264478
2808,1.258384
2809,1.251939
2810,1.244979
2811,1.2373
2812,1.228751
2813,1.219304
2814,1.209062
2815,1.19819
2816,1.186829
2817,1.175001
2818,1.162581
2819,1.149328
2820,1.13499
2821,1.119426
2822,1.102686
2823,1.085011
2824,1.066758
2825,1.048295
2826,1.029904
2827,1.011724
2828,0.993736
2829,0.975809
2830,0.957788
2831,0.939595
2832,0.921304
2833,0.90316
2834,0.885554
2835,0.868965
2836,0.853881
2837,0.840709
2838,0.829651
2839,0.8206
2840,0.813105
2841,0.806469
2842,0.79996
2843,0.793047
2844,0.785544
2845,0.777593
2846,0.769512
2847,0.761642
2848,0.754297
2849,0.747859
2850,0.74292
2851,0.740336
2852,0.741084
2853,0.745952
2854,0.755184
2855,0.768257
2856,0.783914
2857,0.800457
2858,0.8162
2859,0.829909
2860,0.841092
2861,0.850072
2862,0.857833
2863,0.865699
2864,0.874962
2865,0.88653
2866,0.900703
2867,0.917114
2868,0.934823
2869,0.952547
2870,0.968962
2871,0.982996
2872,0.994049
2873,1.002087
2874,1.007614
2875,1.011546
2876,1.015049
2877,1.019363
2878,1.025631
2879,1.034747
2880,1.047244
2881,1.063214
2882,1.082289
2883,1.103688
2884,1.12634
2885,1.149095
2886,1.170952
2887,1.191283
2888,1.209962
2889,1.227364
2890,1.244223
2891,1.261368
2892,1.279446
2893,1.29872
2894,1.319032
2895,1.339905
2896,1.360733
2897,1.380929
2898,1.400005
2899,1.417576
2900,1.433352
2901,1.447168
2902,1.459027
2903,1.469102
2904,1.47767
2905,1.48498
2906,1.491156
2907,1.496173
2908,1.499924
2909,1.502312
2910,1.503315
2911,1.502997
2912,1.501498
2913,1.499024
2914,1.495841
2915,1.492228
2916,1.48841
2917,1.484486
2918,1.480379
2919,1.475833
2920,1.470472
2921,1.463879
2922,1.455673
2923,1.445539
2924,1.43322
2925,1.418542
2926,1.401493
2927,1.38231
2928,1.361497
2929,1.339722
2930,1.317626
2931,1.29564
2932,1.273907
2933,1.252327
2934,1.230683
2935,1.208763
2936,1.186428
2937,1.163614
2938,1.140309
2939,1.116545
2940,1.092433
2941,1.068201
2942,1.044199
2943,1.020845
2944,0.998491
2945,0.977281
2946,0.957069
2947,0.937456
2948,0.917951
2949,0.898178
2950,0.878021
2951,0.857659
2952,0.83747
2953,0.817885
2954,0.79926
2955,0.781799
2956,0.765518
2957,0.750262
2958,0.735761
2959,0.721748
2960,0.708107
2961,0.69495
2962,0.682567
2963,0.671263
2964,0.661175
2965,0.652171
2966,0.643895
2967,0.635907
2968,0.627858
2969,0.619606
2970,0.611229
2971,0.602943
2972,0.594981
2973,0.587501
2974,0.580545
2975,0.574053
2976,0.567897
2977,0.561934
2978,0.556042
2979,0.550151
2980,0.544235
2981,0.538291
2982,0.532333
2983,0.526425
2984,0.520781
2985,0.515851
2986,0.512354
2987,0.511162
2988,0.513076
2989,0.518573
2990,0.527642
2991,0.539775
2992,0.554114
2993,0.56971
2994,0.585806
2995,0.60205
2996,0.618554
2997,0.635784
2998,0.654349
2999,0.67479
3000,0.697441
3001,0.722399
3002,0.749572
3003,0.778743
3004,0.809615
3005,0.8418
3006,0.874808
3007,0.908056
3008,0.940942
3009,0.972976
3010,1.003925
3011,1.03391
3012,1.063386
3013,1.092992
3014,1.123321
3015,1.154704
3016,1.18712
3017,1.220248
3018,1.253632
3019,1.286867
3020,1.319703
3021,1.352013
3022,1.383661
3023,1.414354
3024,1.443575
3025,1.470639
3026,1.49483
3027,1.515578
3028,1.532564
3029,1.545715
3030,1.555101
3031,1.560798
3032,1.562805
3033,1.561039
3034,1.555421
3035,1.546003
3036,1.533075
3037,1.517179
3038,1.499017
3039,1.479273
3040,1.45843
3041,1.436644
3042,1.413719
3043,1.389168
3044,1.362367
3045,1.332746
3046,1.299967
3047,1.264039
3048,1.22532
3049,1.184423
3050,1.142079
3051,1.098995
3052,1.055755
3053,1.012762
3054,0.97022
3055,0.928154
3056,0.886469
3057,0.845033
3058,0.803763
3059,0.762712
3060,0.722109
3061,0.682364
3062,0.644019
3063,0.607645
3064,0.573736
3065,0.542621
3066,0.514427
3067,0.489089
3068,0.46636
3069,0.445842
3070,0.427015
3071,0.409293
3072,0.392107
3073,0.374994
3074,0.357668
3075,0.340055
3076,0.322282
3077,0.304633
3078,0.287474
3079,0.271163
3080,0.255957
3081,0.241934
3082,0.228982
3083,0.21689
3084,0.205493
3085,0.194835
3086,0.185281
3087,0.177544
3088,0.172611
3089,0.171576
3090,0.17543
3091,0.184865
3092,0.200117
3093,0.220884
3094,0.246302
3095,0.274981
3096,0.305121
3097,0.334712
3098,0.36181
3099,0.384858
3100,0.402978
3101,0.416117
3102,0.424981
3103,0.430758
3104,0.434733
3105,0.437931
3106,0.44089
3107,0.443625
3108,0.445755
3109,0.446723
3110,0.446035
3111,0.443468
3112,0.439189
3113,0.433749
3114,0.427931
3115,0.422507
3116,0.417984
3117,0.414463
3118,0.411665
3119,0.40908
3120,0.406191
3121,0.402696
3122,0.398674
3123,0.394653
3124,0.391541
3125,0.390398
3126,0.392126
3127,0.397183
3128,0.405458
3129,0.416337
3130,0.428907
3131,0.442219
3132,0.455511
3133,0.468369
3134,0.480795
3135,0.493183
3136,0.50619
3137,0.520551
3138,0.536897
3139,0.555623
3140,0.576833
3141,0.600354
3142,0.625795
3143,0.652622
3144,0.680226
3145,0.708007
3146,0.735456
3147,0.762219
3148,0.788115
3149,0.813106
3150,0.837243
3151,0.860611
3152,0.88329
3153,0.905338
3154,0.926775
3155,0.947575
3156,0.967668
3157,0.986957
3158,1.005341
3159,1.022724
3160,1.038994
3161,1.053974
3162,1.06741
3163,1.079007
3164,1.088508
3165,1.095765
3166,1.100763
3167,1.103612
3168,1.104489
3169,1.103563
3170,1.100927
3171,1.09654
3172,1.090217
3173,1.081656
3174,1.070519
3175,1.056538
3176,1.039626
3177,1.019933
3178,0.997818
3179,0.973757
3180,0.948207
3181,0.921506
3182,0.893823
3183,0.865164
3184,0.835422
3185,0.804461
3186,0.772212
3187,0.738778
3188,0.70451
3189,0.670017
3190,0.636091
3191,0.603595
3192,0.573341
3193,0.546013
3194,0.522124
3195,0.502019
3196,0.485922
3197,0.473994
3198,0.466408
3199,0.463381
3200,0.465145
3201,0.471855
3202,0.483445
3203,0.499518
3204,0.519341
3205,0.541959
3206,0.566373
3207,0.59167
3208,0.617089
3209,0.642039
3210,0.666144
3211,0.689333
3212,0.711915
3213,0.73457
3214,0.758209
3215,0.783716
3216,0.811677
3217,0.842185
3218,0.874795
3219,0.908628
3220,0.942586
3221,0.975614
3222,1.006962
3223,1.036361
3224,1.064067
3225,1.090741
3226,1.117222
3227,1.144268
3228,1.172355
3229,1.201586
3230,1.231724
3231,1.262285
3232,1.292664
3233,1.32224
3234,1.350466
3235,1.376947
3236,1.401515
3237,1.424262
3238,1.445524
3239,1.465796
3240,1.485634
3241,1.505581
3242,1.52612
3243,1.547669
3244,1.570568
3245,1.595036
3246,1.621089
3247,1.648441
3248,1.676474
3249,1.704282
3250,1.730818
3251,1.755106
3252,1.776465
3253,1.794692
3254,1.81013
3255,1.823584
3256,1.836093
3257,1.848631
3258,1.861866
3259,1.876044
3260,1.891028
3261,1.906427
3262,1.92174
3263,1.93645
3264,1.950077
3265,1.962221
3266,1.972607
3267,1.981109
3268,1.987722
3269,1.992459
3270,1.995275
3271,1.996038
3272,1.994618
3273,1.991003
3274,1.985383
3275,1.978118
3276,1.969598
3277,1.96005
3278,1.949395
3279,1.9372
3280,1.922748
3281,1.905194
3282,1.883773
3283,1.858019
3284,1.827905
3285,1.793841
3286,1.756511
3287,1.71662
3288,1.674665
3289,1.630804
3290,1.584877
3291,1.536564
3292,1.485636
3293,1.432194
3294,1.376784
3295,1.320337
3296,1.263984
3297,1.20885
3298,1.155959
3299,1.106223
3300,1.060456
3301,1.019331
3302,0.983265
3303,0.952289
3304,0.925964
3305,0.903425
3306,0.883536
3307,0.865115
3308,0.847124
3309,0.828793
3310,0.809661
3311,0.7896
3312,0.768813
3313,0.747797
3314,0.727239
3315,0.707852
3316,0.690216
3317,0.67469
3318,0.661435
3319,0.650515
3320,0.64201
3321,0.636086
3322,0.632976
3323,0.632934
3324,0.636188
3325,0.642925
3326,0.653291
3327,0.667377
3328,0.685188
3329,0.706611
3330,0.731385
3331,0.759081
3332,0.789104
3333,0.820722
3334,0.85311
3335,0.885387
3336,0.916646
3337,0.945979
3338,0.972545
3339,0.995668
3340,1.014959
3341,1.0304
3342,1.042357
3343,1.051526
3344,1.058831
3345,1.065326
3346,1.072081
3347,1.080066
3348,1.090021
3349,1.102319
3350,1.116877
3351,1.133137
3352,1.150171
3353,1.166895
3354,1.182344
3355,1.195906
3356,1.207458
3357,1.217356
3358,1.226316
3359,1.235197
3360,1.244757
3361,1.255395
3362,1.266988
3363,1.278851
3364,1.289884
3365,1.298852
3366,1.304718
3367,1.306911
3368,1.305453
3369,1.300895
3370,1.294079
3371,1.285844
3372,1.27678
3373,1.267113
3374,1.256728
3375,1.245284
3376,1.232377
3377,1.217709
3378,1.201256
3379,1.18342
3380,1.165148
3381,1.147944
3382,1.133713
3383,1.124412
3384,1.121598
3385,1.126008
3386,1.137335
3387,1.154294
3388,1.174971
3389,1.197308
3390,1.219565
3391,1.2406
3392,1.259898
3393,1.277424
3394,1.293409
3395,1.308184
3396,1.322122
3397,1.335664
3398,1.349366
3399,1.36389
3400,1.379918
3401,1.398021
3402,1.418543
3403,1.441545
3404,1.466852
3405,1.494141
3406,1.523063
3407,1.553317
3408,1.584668
3409,1.616901
3410,1.649734
3411,1.682757
3412,1.715409
3413,1.747022
3414,1.776889
3415,1.804326
3416,1.828722
3417,1.849586
3418,1.866615
3419,1.879756
3420,1.889244
3421,1.895567
3422,1.899383
3423,1.901377
3424,1.90211
3425,1.901854
3426,1.900473
3427,1.89742
3428,1.891876
3429,1.883005
3430,1.870242
3431,1.853492
3432,1.833189
3433,1.810223
3434,1.785779
3435,1.761181
3436,1.737753
3437,1.716731
3438,1.699186
3439,1.685929
3440,1.677408
3441,1.673602
3442,1.673997
3443,1.677657
3444,1.683435
3445,1.690273
3446,1.697504
3447,1.705032
3448,1.713304
3449,1.723078
3450,1.735067
3451,1.749593
3452,1.766353
3453,1.784387
3454,1.802252
3455,1.818325
3456,1.831151
3457,1.839696
3458,1.843488
3459,1.842607
3460,1.837596
3461,1.82934
3462,1.81893
3463,1.807547
3464,1.79636
3465,1.786431
3466,1.778599
3467,1.773332
3468,1.770619
3469,1.769966
3470,1.770575
3471,1.771625
3472,1.77257
3473,1.773297
3474,1.774104
3475,1.775524
3476,1.778088
3477,1.782127
3478,1.787662
3479,1.794409
3480,1.801893
3481,1.809616
3482,1.817215
3483,1.824548
3484,1.831674
3485,1.83873
3486,1.845792
3487,1.852747
3488,1.859265
3489,1.864863
3490,1.86908
3491,1.871686
3492,1.872888
3493,1.873443
3494,1.874588
3495,1.877759
3496,1.884172
3497,1.894433
3498,1.908379
3499,1.925233
3500,1.943999
3501,1.963918
3502,1.984781
3503,2.006981
3504,2.031295
3505,2.058528
3506,2.089153
3507,2.123097
3508,2.159698
3509,2.197853
3510,2.236278
3511,2.273806
3512,2.309606
3513,2.343279
3514,2.374809
3515,2.404416
3516,2.432365
3517,2.458794
3518,2.483603
3519,2.506423
3520,2.526648
3521,2.543536
3522,2.556349
3523,2.564511
3524,2.567744
3525,2.566123
3526,2.560057
3527,2.550182
3528,2.537224
3529,2.521871
3530,2.504692
3531,2.486106
3532,2.466368
3533,2.445559
3534,2.423593
3535,2.400264
3536,2.375353
3537,2.348749
3538,2.320509
3539,2.290815
3540,2.259846
3541,2.227644
3542,2.19408
3543,2.158921
3544,2.121985
3545,2.083288
3546,2.043111
3547,2.001963
3548,1.960447
3549,1.919087
3550,1.878168
3551,1.837652
3552,1.797234
3553,1.756515
3554,1.715259
3555,1.673631
3556,1.632352
3557,1.592733
3558,1.556563
3559,1.525839
3560,1.502361
3561,1.487328
3562,1.481055
3563,1.482923
3564,1.491558
3565,1.505172
3566,1.521916
3567,1.540172
3568,1.558697
3569,1.57665
3570,1.593534
3571,1.609113
3572,1.623386
3573,1.636584
3574,1.649173
3575,1.661781
3576,1.675048
3577,1.689446
3578,1.705159
3579,1.72207
3580,1.739862
3581,1.75817
3582,1.776715
3583,1.795384
3584,1.814229
3585,1.833429
3586,1.85323
3587,1.87388
3588,1.895528
3589,1.918125
3590,1.941341
3591,1.96457
3592,1.987027
3593,2.007928
3594,2.026707
3595,2.043194
3596,2.057668
3597,2.070759
3598,2.083229
3599,2.095739
3600,2.108691
3601,2.122208
3602,2.136222
3603,2.150612
3604,2.165316
3605,2.180357
3606,2.195802
3607,2.211678
3608,2.227906
3609,2.244269
3610,2.260414
3611,2.275902
3612,2.290289
3613,2.30322
3614,2.314478
3615,2.323991
3616,2.331813
3617,2.338092
3618,2.343041
